PSH Flag Count,Down/Up Ratio,Init_Win_bytes_forward,Init_Win_bytes_backward,Label_numeric
0,0,2053,-1,0
0,0,2053,-1,0
0,0,0,-1,0
0,0,2053,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
1,0,29200,2081,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,0,-1,-1,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,2053,0
0,1,-1,-1,0
0,0,-1,-1,0
0,1,-1,-1,0
1,0,8192,0,0
1,1,8192,0,0
0,1,-1,-1,0
1,0,8192,0,0
1,0,8192,0,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,0,-1,-1,0
1,1,8192,0,0
1,0,8192,2053,0
0,1,2053,251,0
1,0,8192,256,0
0,0,254,-1,0
1,0,8192,2052,0
0,1,-1,-1,0
0,1,-1,-1,0
0,0,2053,-1,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,0,0
1,0,8192,0,0
0,1,2049,251,0
1,1,8192,256,0
0,1,-1,-1,0
0,1,-1,-1,0
0,0,256,-1,0
1,0,8192,389,0
0,1,256,389,0
0,1,256,389,0
1,1,8192,229,0
0,3,229,255,0
1,1,8192,946,0
1,0,8192,946,0
0,1,-1,-1,0
0,1,-1,-1,0
0,2,255,229,0
1,0,8192,509,0
0,1,-1,-1,0
0,1,-1,-1,0
0,0,-1,-1,0
0,0,-1,-1,0
0,0,-1,-1,0
0,0,-1,-1,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,0,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,2053,0
0,1,2053,251,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,2053,0
0,1,2053,251,0
1,0,8192,2051,0
1,0,8192,2051,0
1,0,8192,2053,0
1,0,8192,2052,0
1,0,8192,2053,0
1,0,8192,2052,0
1,0,8192,2053,0
0,1,-1,-1,0
0,0,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
1,0,8192,2051,0
0,1,-1,-1,0
0,0,2053,-1,0
0,0,2053,-1,0
0,0,2053,-1,0
0,0,2053,-1,0
0,1,-1,-1,0
0,0,2053,-1,0
0,1,-1,-1,0
1,0,8192,0,0
0,1,-1,-1,0
0,1,-1,-1,0
1,0,8192,0,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,2,255,0,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
1,1,8192,0,0
0,1,2049,255,0
1,1,8192,256,0
0,0,256,-1,0
1,0,8192,980,0
1,0,8192,513,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
1,0,8192,946,0
1,0,8192,946,0
0,0,946,0,0
0,0,946,0,0
1,1,8192,256,0
1,0,8192,119,0
1,0,8192,288,0
1,0,8192,290,0
1,0,8192,290,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,0,-1,-1,0
0,1,-1,-1,0
0,0,-1,-1,0
0,0,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
1,1,8192,1114,0
0,1,-1,-1,0
1,1,8192,0,0
0,1,-1,-1,0
0,1,-1,-1,0
1,0,8192,256,0
1,0,8192,946,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,0,-1,-1,0
0,1,256,256,0
1,0,8192,256,0
1,1,8192,511,0
1,1,8192,176,0
1,0,8192,980,0
1,0,8192,343,0
1,1,8192,748,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,0,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,256,256,0
0,1,-1,-1,0
0,0,-1,-1,0
0,1,256,256,0
0,1,-1,-1,0
0,0,255,-1,0
1,1,8192,251,0
1,0,8192,980,0
1,1,8192,385,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,0,-1,-1,0
0,0,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,0,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
1,1,8192,0,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,0,0
1,0,8192,2050,0
0,1,0,253,0
0,0,30016,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,119,255,0
0,1,286,256,0
0,1,286,256,0
0,0,0,-1,0
0,3,254,0,0
1,0,8192,288,0
0,1,-1,-1,0
0,1,-1,-1,0
0,0,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
1,0,8192,256,0
0,0,255,-1,0
1,1,8192,256,0
1,0,8192,256,0
0,1,256,256,0
0,1,-1,-1,0
0,1,-1,-1,0
0,0,-1,-1,0
0,1,256,256,0
1,1,8192,1114,0
1,0,29200,260,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,0,-1,-1,0
0,0,256,-1,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,2053,0
0,1,2053,251,0
1,1,8192,1315,0
0,1,-1,-1,0
0,1,-1,-1,0
0,0,2053,-1,0
0,0,2053,-1,0
0,0,-1,-1,0
0,1,-1,-1,0
0,0,-1,-1,0
0,1,-1,-1,0
0,1,253,2052,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,2051,0
1,0,8192,2053,0
0,1,-1,-1,0
0,0,-1,-1,0
1,0,8192,2051,0
0,0,-1,-1,0
1,0,8192,2053,0
1,0,8192,2053,0
0,1,2053,251,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,2053,0
1,0,8192,0,0
0,1,-1,-1,0
0,1,-1,-1,0
1,0,8192,2051,0
0,0,2053,-1,0
1,1,8192,0,0
0,0,255,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
1,0,8192,2053,0
1,0,8192,0,0
1,0,8192,2050,0
0,2,254,0,0
1,0,29200,2081,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
1,1,8192,256,0
1,1,8192,946,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
1,0,8192,2052,0
1,0,8192,2052,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,2,1159,0,0
1,0,29200,2081,0
1,0,29200,2081,0
1,0,29200,2081,0
0,0,31088,-1,0
1,0,29200,2081,0
1,0,29200,2081,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,0,30016,0,0
1,1,8192,513,0
0,1,-1,-1,0
0,0,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
1,0,29200,2081,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,0,422,2078,0
0,0,865,2076,0
0,1,2053,251,0
0,0,2053,-1,0
1,0,29200,2081,0
1,1,8192,229,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
1,0,8192,389,0
0,1,256,389,0
0,3,229,255,0
0,2,389,256,0
0,2,255,229,0
1,0,8192,946,0
0,1,-1,-1,0
0,1,-1,-1,0
1,1,8192,245,0
0,0,-1,-1,0
1,1,29200,175,0
1,0,8192,980,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
1,1,8192,315,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,256,245,0
1,1,8192,245,0
1,1,8192,123,0
1,1,8192,32,0
1,1,8192,140,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,2,245,256,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
1,1,8192,237,0
0,0,256,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,250,245,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,2,245,250,0
0,1,-1,-1,0
0,0,140,-1,0
0,0,256,-1,0
1,1,8192,360,0
1,1,8192,662,0
1,0,8192,119,0
1,0,8192,123,0
1,0,8192,351,0
1,0,8192,351,0
1,0,8192,402,0
0,0,-1,-1,0
1,0,8192,351,0
1,0,8192,351,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,0,360,-1,0
0,0,360,-1,0
1,0,8192,60,0
0,0,62,0,0
0,0,307,-1,0
0,0,662,-1,0
1,0,8192,343,0
1,0,8192,360,0
1,0,8192,343,0
1,0,8192,119,0
0,0,351,0,0
0,0,360,-1,0
0,0,351,0,0
0,0,119,0,0
1,0,8192,360,0
0,0,360,-1,0
1,0,8192,343,0
0,0,351,0,0
1,0,8192,343,0
1,0,8192,343,0
0,0,343,0,0
1,0,8192,360,0
1,0,29200,131,0
1,0,8192,946,0
1,0,8192,60,0
1,0,8192,60,0
1,0,8192,62,0
1,1,8192,62,0
1,1,8192,66,0
1,1,8192,980,0
1,0,8192,62,0
1,0,8192,360,0
1,0,8192,304,0
1,1,8192,1621,0
1,0,8192,304,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
1,1,8192,70,0
1,1,8192,127,0
1,1,8192,377,0
1,0,8192,66,0
1,1,8192,360,0
1,1,8192,351,0
1,1,8192,368,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
1,1,8192,0,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
1,1,8192,0,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,0,351,0,0
0,0,360,-1,0
0,0,131,-1,0
1,0,8192,343,0
0,0,343,0,0
1,0,8192,343,0
1,0,8192,343,0
0,0,351,0,0
0,0,351,0,0
1,0,8192,360,0
1,0,8192,373,0
0,0,360,-1,0
0,0,373,-1,0
0,0,980,-1,0
0,0,980,-1,0
1,0,8192,119,0
0,0,119,0,0
1,0,8192,115,0
1,0,8192,115,0
1,0,8192,123,0
0,0,115,0,0
0,0,115,0,0
1,0,8192,123,0
1,0,8192,123,0
0,0,123,-1,0
0,0,123,0,0
0,0,123,-1,0
1,0,8192,119,0
1,1,8192,119,0
1,1,8192,75,0
1,1,8192,114,0
1,1,8192,115,0
1,0,29200,285,0
1,0,8192,123,0
1,0,8192,343,0
0,1,-1,-1,0
0,1,-1,-1,0
1,1,8192,127,0
1,1,8192,123,0
1,1,8192,123,0
1,1,8192,370,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,0,0,0
0,1,0,0,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,946,255,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,0,0,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,-1,-1,0
0,1,1114,256,0
1,1,8192,237,0
1,1,8192,237,0
0,0,256,-1,0
